Src,Dst,LR
LGALS9,PTPRC,LGALS9_PTPRC
LGALS9,MET,LGALS9_MET
LGALS9,CD44,LGALS9_CD44
LGALS9,LRP1,LGALS9_LRP1
LGALS9,CD47,LGALS9_CD47
LGALS9,PTPRK,LGALS9_PTPRK
LGALS9,COLEC12,LGALS9_COLEC12
LGALS9,HAVCR2,LGALS9_HAVCR2
LGALS9,MRC2,LGALS9_MRC2
DLL1,NOTCH1,DLL1_NOTCH1
DLL1,NOTCH2,DLL1_NOTCH2
DLL1,NOTCH4,DLL1_NOTCH4
DLL1,NOTCH3,DLL1_NOTCH3
PODXL,SELL,PODXL_SELL
NRG2,ERBB2&ERBB3,NRG2_ERBB2&ERBB3
NRG2,ERBB2&ERBB4,NRG2_ERBB2&ERBB4
ADGRB1,RTN4R,ADGRB1_RTN4R
ADAM10,TSPAN15,ADAM10_TSPAN15
ADAM10,TSPAN12,ADAM10_TSPAN12
ADAM10,MET,ADAM10_MET
ADAM10,IL6R,ADAM10_IL6R
ADAM10,CD44,ADAM10_CD44
ADAM10,EPHA3,ADAM10_EPHA3
ADAM10,AXL,ADAM10_AXL
ADAM10,NOTCH1,ADAM10_NOTCH1
ADAM10,NOTCH2,ADAM10_NOTCH2
ADAM10,NRCAM,ADAM10_NRCAM
ADAM10,TSPAN17,ADAM10_TSPAN17
ADAM10,TSPAN10,ADAM10_TSPAN10
ADAM10,TREM2,ADAM10_TREM2
TNFSF11,TNFRSF11B,TNFSF11_TNFRSF11B
TNFSF11,LGR4,TNFSF11_LGR4
TNFSF11,TNFRSF11A,TNFSF11_TNFRSF11A
EREG,EGFR&ERBB2,EREG_EGFR&ERBB2
EREG,ERBB2&ERBB4,EREG_ERBB2&ERBB4
EREG,ERBB3,EREG_ERBB3
ADAM12,ITGB1,ADAM12_ITGB1
ADAM12,ITGA9,ADAM12_ITGA9
TNFSF12,TNFRSF8,TNFSF12_TNFRSF8
TNFSF12,CD163,TNFSF12_CD163
TNFSF12,TNFRSF25,TNFSF12_TNFRSF25
TNFSF12,TNFRSF12A,TNFSF12_TNFRSF12A
TNFSF14,TNFRSF6B,TNFSF14_TNFRSF6B
TNFSF14,LTBR,TNFSF14_LTBR
TNFSF14,TNFRSF14,TNFSF14_TNFRSF14
ADAM23,ITGB3,ADAM23_ITGB3
ADAM23,ITGA5,ADAM23_ITGA5
ADAM23,ITGA4,ADAM23_ITGA4
ADAM11,ITGA4,ADAM11_ITGA4
ICOSLG,CD28,ICOSLG_CD28
ICOSLG,CTLA4,ICOSLG_CTLA4
ICOSLG,ICOS,ICOSLG_ICOS
SEMA7A,ITGA1&ITGB1,SEMA7A_ITGA1&ITGB1
SEMA7A,PLXNC1,SEMA7A_PLXNC1
TNFSF13,TNFRSF11B,TNFSF13_TNFRSF11B
TNFSF13,TNFRSF13B,TNFSF13_TNFRSF13B
TNFSF13,TNFRSF1A,TNFSF13_TNFRSF1A
TNFSF13,FAS,TNFSF13_FAS
TNFSF13,SDC2,TNFSF13_SDC2
TNFSF13,TNFRSF17,TNFSF13_TNFRSF17
TNFSF13,TNFRSF14,TNFSF13_TNFRSF14
NFASC,CNTN1&CNTNAP1,NFASC_CNTN1&CNTNAP1
SLITRK3,PTPRD,SLITRK3_PTPRD
SLITRK3,PTPRS,SLITRK3_PTPRS
SLITRK5,PTPRD,SLITRK5_PTPRD
TNFSF15,TNFRSF6B,TNFSF15_TNFRSF6B
TNFSF15,TNFRSF25,TNFSF15_TNFRSF25
TGFA,EGFR&ERBB2,TGFA_EGFR&ERBB2
TGFA,ERBB3,TGFA_ERBB3
TGFA,ERBB4,TGFA_ERBB4
TNF,FFAR2,TNF_FFAR2
TNF,TNFRSF21,TNF_TNFRSF21
TNF,TNFRSF1A,TNF_TNFRSF1A
TNF,TNFRSF1B,TNF_TNFRSF1B
TNF,FAS,TNF_FAS
TNF,FLT4,TNF_FLT4
TNF,NOTCH1,TNF_NOTCH1
TNF,PTPRS,TNF_PTPRS
TNF,SEMA4C,TNF_SEMA4C
TNF,VSIR,TNF_VSIR
TNF,CELSR2,TNF_CELSR2
TNF,ICOS,TNF_ICOS
HLA-B,CD8B2,HLA-B_CD8B2
HLA-B,LILRA1,HLA-B_LILRA1
HLA-B,CD8A,HLA-B_CD8A
HLA-B,CD3D,HLA-B_CD3D
HLA-B,CD8B,HLA-B_CD8B
HLA-B,KIR2DL3,HLA-B_KIR2DL3
HLA-B,KIR3DL1,HLA-B_KIR3DL1
HLA-B,KIR3DL2,HLA-B_KIR3DL2
HLA-B,KLRD1,HLA-B_KLRD1
HLA-B,LILRB2,HLA-B_LILRB2
HLA-B,LILRB1,HLA-B_LILRB1
HLA-DRA,CD4,HLA-DRA_CD4
HLA-DRA,LAG3,HLA-DRA_LAG3
HLA-DQA2,CD4,HLA-DQA2_CD4
HLA-DQA2,LAG3,HLA-DQA2_LAG3
HLA-DQA1,CD4,HLA-DQA1_CD4
HLA-DQA1,LAG3,HLA-DQA1_LAG3
HLA-DRB1,CD4,HLA-DRB1_CD4
HLA-DRB1,LAG3,HLA-DRB1_LAG3
HLA-DQB1,CD4,HLA-DQB1_CD4
HLA-DQB1,LAG3,HLA-DQB1_LAG3
ANXA1,FPR2&FPR3,ANXA1_FPR2&FPR3
ANXA1,EGFR,ANXA1_EGFR
ANXA1,ADRA2A,ANXA1_ADRA2A
ANXA1,FPR1,ANXA1_FPR1
ANXA1,MTNR1A,ANXA1_MTNR1A
ANXA1,GRM7,ANXA1_GRM7
THY1,ITGAV&ITGB3,THY1_ITGAV&ITGB3
THY1,ITGAM&ITGB2,THY1_ITGAM&ITGB2
THY1,ITGAX&ITGB2,THY1_ITGAX&ITGB2
HLA-A,CD8B2,HLA-A_CD8B2
HLA-A,LILRA1,HLA-A_LILRA1
HLA-A,CD8A,HLA-A_CD8A
HLA-A,ERBB2,HLA-A_ERBB2
HLA-A,CD8B,HLA-A_CD8B
HLA-A,KIR2DL1,HLA-A_KIR2DL1
HLA-A,KIR2DL3,HLA-A_KIR2DL3
HLA-A,KIR3DL1,HLA-A_KIR3DL1
HLA-A,KIR3DL2,HLA-A_KIR3DL2
HLA-A,APLP2,HLA-A_APLP2
HLA-A,LILRB2,HLA-A_LILRB2
HLA-A,LILRB1,HLA-A_LILRB1
HLA-DPB1,CD4,HLA-DPB1_CD4
HLA-DPB1,LAG3,HLA-DPB1_LAG3
APP,TNFRSF21,APP_TNFRSF21
APP,LRP6,APP_LRP6
APP,TSPAN15,APP_TSPAN15
APP,TSPAN12,APP_TSPAN12
APP,CD74,APP_CD74
APP,NGFR,APP_NGFR
APP,ADRA2A,APP_ADRA2A
APP,FPR2,APP_FPR2
APP,GPC1,APP_GPC1
APP,PTGER2,APP_PTGER2
APP,DCC,APP_DCC
APP,MTNR1A,APP_MTNR1A
APP,NOTCH2,APP_NOTCH2
APP,LRP1,APP_LRP1
APP,AGER,APP_AGER
APP,LRP10,APP_LRP10
APP,NCSTN,APP_NCSTN
ITGB2,THY1,ITGB2_THY1
ITGB2,CD226,ITGB2_CD226
ICAM1,ITGAM&ITGB2,ICAM1_ITGAM&ITGB2
ICAM1,ITGAL&ITGB2,ICAM1_ITGAL&ITGB2
ICAM1,ITGAX&ITGB2,ICAM1_ITGAX&ITGB2
ICAM1,EGFR,ICAM1_EGFR
ICAM1,IL2RA,ICAM1_IL2RA
ICAM1,MUC1,ICAM1_MUC1
ICAM1,SPN,ICAM1_SPN
ICAM1,IL2RG,ICAM1_IL2RG
LCK,CD8A&CD8B,LCK_CD8A&CD8B
FCER2,ITGAV&ITGB3,FCER2_ITGAV&ITGB3
FCER2,ITGAM&ITGB2,FCER2_ITGAM&ITGB2
FCER2,ITGAX&ITGB2,FCER2_ITGAX&ITGB2
FCER2,CR2,FCER2_CR2
ITGAV,THY1,ITGAV_THY1
ANXA2,TLR2,ANXA2_TLR2
ANXA2,ROBO4,ANXA2_ROBO4
GP1BA,ITGAM&ITGB2,GP1BA_ITGAM&ITGB2
THBS1,ITGAV&ITGB3,THBS1_ITGAV&ITGB3
THBS1,ITGA2B&ITGB3,THBS1_ITGA2B&ITGB3
THBS1,ITGA3&ITGB1,THBS1_ITGA3&ITGB1
THBS1,TNFRSF11B,THBS1_TNFRSF11B
THBS1,LRP5,THBS1_LRP5
THBS1,ITGA4,THBS1_ITGA4
THBS1,CD36,THBS1_CD36
THBS1,SDC1,THBS1_SDC1
THBS1,ITGA6,THBS1_ITGA6
THBS1,LRP1,THBS1_LRP1
THBS1,CD47,THBS1_CD47
THBS1,PTPRJ,THBS1_PTPRJ
THBS1,SCARB1,THBS1_SCARB1
CD55,CR1,CD55_CR1
CD55,ADGRE5,CD55_ADGRE5
CD55,ADGRE2,CD55_ADGRE2
CD14,TLR4,CD14_TLR4
CD14,ITGB2,CD14_ITGB2
CD14,ITGB1,CD14_ITGB1
CD14,ITGA4,CD14_ITGA4
CD14,TLR1,CD14_TLR1
CD14,TLR9,CD14_TLR9
CD14,TLR6,CD14_TLR6
MELTF,TFRC,MELTF_TFRC
CD48,CD2,CD48_CD2
CD48,CD244,CD48_CD244
CSF1,SIRPA,CSF1_SIRPA
CSF1,CELSR3,CSF1_CELSR3
HLA-C,CD8B2,HLA-C_CD8B2
HLA-C,LILRA1,HLA-C_LILRA1
HLA-C,CD8A,HLA-C_CD8A
HLA-C,CD8B,HLA-C_CD8B
HLA-C,KIR2DL1,HLA-C_KIR2DL1
HLA-C,KIR2DL2,HLA-C_KIR2DL2
HLA-C,KIR2DL3,HLA-C_KIR2DL3
HLA-C,KIR3DL1,HLA-C_KIR3DL1
HLA-C,KIR2DS4,HLA-C_KIR2DS4
HLA-C,KIR2DS1,HLA-C_KIR2DS1
HLA-C,LILRB2,HLA-C_LILRB2
HLA-C,LILRA3,HLA-C_LILRA3
HLA-C,KIR3DL3,HLA-C_KIR3DL3
HLA-C,LILRB1,HLA-C_LILRB1
TGFB3,ACVR1B&TGFBR2,TGFB3_ACVR1B&TGFBR2
TGFB3,TGFBR1&TGFBR2,TGFB3_TGFBR1&TGFBR2
TGFB3,ACVR1&TGFBR1&TGFBR2,TGFB3_ACVR1&TGFBR1&TGFBR2
TGFB3,ACVR1&TGFBR2,TGFB3_ACVR1&TGFBR2
TGFB3,ACVR1C&TGFBR2,TGFB3_ACVR1C&TGFBR2
TGFB3,ITGB3,TGFB3_ITGB3
TGFB3,ITGB1,TGFB3_ITGB1
TGFB3,ITGB5,TGFB3_ITGB5
TGFB3,ITGB6,TGFB3_ITGB6
TGFB3,ACVRL1,TGFB3_ACVRL1
TGFB3,TGFBR3,TGFB3_TGFBR3
CD28,CD80,CD28_CD80
CD28,CD86,CD28_CD86
ACE,BDKRB2,ACE_BDKRB2
ACE,AGTR2,ACE_AGTR2
CDH1,ITGA2&ITGB1,CDH1_ITGA2&ITGB1
CDH1,ITGAE&ITGB7,CDH1_ITGAE&ITGB7
CDH1,LRP5,CDH1_LRP5
CDH1,EGFR,CDH1_EGFR
CDH1,IGF1R,CDH1_IGF1R
CDH1,PTPRF,CDH1_PTPRF
CDH1,CDH2,CDH1_CDH2
CDH1,PTPRM,CDH1_PTPRM
CDH1,KLRG1,CDH1_KLRG1
TDGF1,ACVR2A,TDGF1_ACVR2A
TDGF1,GPC1,TDGF1_GPC1
TDGF1,ACVR1B,TDGF1_ACVR1B
TDGF1,ACVR2B,TDGF1_ACVR2B
TDGF1,ACVR1C,TDGF1_ACVR1C
NCAM1,NCAM2,NCAM1_NCAM2
NCAM1,FGFR1,NCAM1_FGFR1
NCAM1,FGFR2,NCAM1_FGFR2
NCAM1,PTPRZ1,NCAM1_PTPRZ1
NCAM1,GFRA1,NCAM1_GFRA1
NCAM1,ROBO3,NCAM1_ROBO3
NCAM1,ROBO1,NCAM1_ROBO1
ICAM2,ITGAM&ITGB2,ICAM2_ITGAM&ITGB2
ICAM2,ITGAL&ITGB2,ICAM2_ITGAL&ITGB2
CEACAM1,EGFR,CEACAM1_EGFR
CEACAM1,HAVCR2,CEACAM1_HAVCR2
HLA-E,CD8B2,HLA-E_CD8B2
HLA-E,KLRC1&KLRD1,HLA-E_KLRC1&KLRD1
HLA-E,KLRC2&KLRD1,HLA-E_KLRC2&KLRD1
HLA-E,KLRC3&KLRD1,HLA-E_KLRC3&KLRD1
HLA-E,CD8A,HLA-E_CD8A
HLA-E,CD8B,HLA-E_CD8B
HLA-E,KLRK1,HLA-E_KLRK1
HLA-E,KIR3DL1,HLA-E_KIR3DL1
HLA-DRB4,CD4,HLA-DRB4_CD4
HLA-DRB4,LAG3,HLA-DRB4_LAG3
HLA-DOB,CD4,HLA-DOB_CD4
SELL,PODXL,SELL_PODXL
SELL,MADCAM1,SELL_MADCAM1
CD99,CD81,CD99_CD81
CD99,CD99L2,CD99_CD99L2
CD99,PILRB,CD99_PILRB
CD99,PILRA,CD99_PILRA
PLA2G2A,ITGB3,PLA2G2A_ITGB3
PLA2G2A,ITGB1,PLA2G2A_ITGB1
PLA2G2A,ITGAV,PLA2G2A_ITGAV
PLA2G2A,ITGA5,PLA2G2A_ITGA5
PLA2G2A,ITGA4,PLA2G2A_ITGA4
CD1D,LILRB2,CD1D_LILRB2
ST6GAL1,EGFR,ST6GAL1_EGFR
ST6GAL1,CD22,ST6GAL1_CD22
SPN,SIGLEC1,SPN_SIGLEC1
SELE,CEACAM1,SELE_CEACAM1
SELE,CD44,SELE_CD44
SELE,GLG1,SELE_GLG1
HLA-G,CD8B2,HLA-G_CD8B2
HLA-G,CD4,HLA-G_CD4
HLA-G,CD8A,HLA-G_CD8A
HLA-G,CD8B,HLA-G_CD8B
HLA-G,KLRC1,HLA-G_KLRC1
HLA-G,KIR3DL1,HLA-G_KIR3DL1
HLA-G,KLRD1,HLA-G_KLRD1
HLA-G,LILRB2,HLA-G_LILRB2
HLA-G,LILRB1,HLA-G_LILRB1
HLA-G,KIR2DL4,HLA-G_KIR2DL4
CD58,CD2,CD58_CD2
VCAM1,ITGAD&ITGB2,VCAM1_ITGAD&ITGB2
VCAM1,ITGA4&ITGB1,VCAM1_ITGA4&ITGB1
VCAM1,ITGA9&ITGB1,VCAM1_ITGA9&ITGB1
VCAM1,ITGA4&ITGB7,VCAM1_ITGA4&ITGB7
HLA-DPA1,CD4,HLA-DPA1_CD4
HLA-DPA1,LAG3,HLA-DPA1_LAG3
CD22,PTPRC,CD22_PTPRC
EFNA1,EPHB6,EFNA1_EPHB6
EFNA1,EPHA1,EFNA1_EPHA1
EFNA1,EPHA2,EFNA1_EPHA2
EFNA1,EPHA3,EFNA1_EPHA3
EFNA1,EPHA8,EFNA1_EPHA8
EFNA1,EPHA5,EFNA1_EPHA5
EFNA1,EPHB1,EFNA1_EPHB1
EFNA1,EPHA4,EFNA1_EPHA4
EFNA1,EPHA7,EFNA1_EPHA7
EFNA1,EPHA10,EFNA1_EPHA10
EFNA1,EPHA6,EFNA1_EPHA6
KITLG,KIT,KITLG_KIT
KITLG,EPOR,KITLG_EPOR
MRC1,PTPRC,MRC1_PTPRC
MPZ,MPZL1,MPZ_MPZL1
HLA-DMA,CD4,HLA-DMA_CD4
HLA-DMB,CD4,HLA-DMB_CD4
CD34,SELL,CD34_SELL
CD34,SELP,CD34_SELP
CD40LG,ITGA2B&ITGB3,CD40LG_ITGA2B&ITGB3
CD40LG,ITGAM&ITGB2,CD40LG_ITGAM&ITGB2
CD40LG,ITGA5&ITGB1,CD40LG_ITGA5&ITGB1
CD40LG,CD40,CD40LG_CD40
HLA-F,CD8B2,HLA-F_CD8B2
HLA-F,CD8A,HLA-F_CD8A
HLA-F,CD8B,HLA-F_CD8B
HLA-F,KIR3DL1,HLA-F_KIR3DL1
HLA-F,KIR3DL2,HLA-F_KIR3DL2
HLA-F,KIR3DS1,HLA-F_KIR3DS1
HLA-F,LILRB2,HLA-F_LILRB2
HLA-F,LILRB1,HLA-F_LILRB1
CEACAM8,CEACAM1,CEACAM8_CEACAM1
L1CAM,ITGAV&ITGB3,L1CAM_ITGAV&ITGB3
L1CAM,ITGA5&ITGB1,L1CAM_ITGA5&ITGB1
L1CAM,ITGA4&ITGB7,L1CAM_ITGA4&ITGB7
L1CAM,EGFR,L1CAM_EGFR
L1CAM,ERBB2,L1CAM_ERBB2
L1CAM,FGFR2,L1CAM_FGFR2
L1CAM,ERBB3,L1CAM_ERBB3
L1CAM,PTPRZ1,L1CAM_PTPRZ1
L1CAM,EPHB2,L1CAM_EPHB2
L1CAM,CNTN1,L1CAM_CNTN1
ICAM3,ITGAD&ITGB2,ICAM3_ITGAD&ITGB2
ICAM3,ITGAL,ICAM3_ITGAL
ICAM3,CLEC4M,ICAM3_CLEC4M
CD80,CD28,CD80_CD28
CD80,CTLA4,CD80_CTLA4
SDC2,PTPRJ,SDC2_PTPRJ
BTC,EGFR&ERBB2,BTC_EGFR&ERBB2
BTC,ERBB2&ERBB4,BTC_ERBB2&ERBB4
BTC,ERBB3,BTC_ERBB3
CEACAM6,EGFR,CEACAM6_EGFR
CEACAM6,CEACAM1,CEACAM6_CEACAM1
CD96,PVR,CD96_PVR
CD96,NECTIN1,CD96_NECTIN1
CD200,CD200R1L,CD200_CD200R1L
CD200,CD200R1,CD200_CD200R1
TNFSF9,PVR,TNFSF9_PVR
TNFSF9,HLA-DPA1,TNFSF9_HLA-DPA1
TNFSF9,TNFRSF9,TNFSF9_TNFRSF9
TNFSF9,IL13RA2,TNFSF9_IL13RA2
TNFSF9,ADGRG5,TNFSF9_ADGRG5
CD86,CD28,CD86_CD28
CD86,CTLA4,CD86_CTLA4
GDF5,ACVR2A&BMPR1B,GDF5_ACVR2A&BMPR1B
GDF5,ACVR2B&BMPR1B,GDF5_ACVR2B&BMPR1B
GDF5,BMPR1B&BMPR2,GDF5_BMPR1B&BMPR2
GDF5,ACVR2A&BMPR1A,GDF5_ACVR2A&BMPR1A
GDF5,ACVR2B&BMPR1A,GDF5_ACVR2B&BMPR1A
GDF5,BMPR1A&BMPR2,GDF5_BMPR1A&BMPR2
GDF5,ROR2,GDF5_ROR2
GDF5,ACVR1,GDF5_ACVR1
BAG6,NCR3,BAG6_NCR3
FASLG,TNFRSF10B,FASLG_TNFRSF10B
FASLG,TNFRSF6B,FASLG_TNFRSF6B
FASLG,TNFRSF1A,FASLG_TNFRSF1A
FASLG,FAS,FASLG_FAS
FLT3LG,FLT3,FLT3LG_FLT3
TNFSF10,TNFRSF10A,TNFSF10_TNFRSF10A
TNFSF10,TNFRSF11B,TNFSF10_TNFRSF11B
TNFSF10,TNFRSF10B,TNFSF10_TNFRSF10B
TNFSF10,TNFRSF10D,TNFSF10_TNFRSF10D
EFNA4,EPHA1,EFNA4_EPHA1
EFNA4,EPHA2,EFNA4_EPHA2
EFNA4,EPHA3,EFNA4_EPHA3
EFNA4,EPHA8,EFNA4_EPHA8
EFNA4,EPHA5,EFNA4_EPHA5
EFNA4,EPHA4,EFNA4_EPHA4
EFNA4,EPHA7,EFNA4_EPHA7
EFNA4,EPHA10,EFNA4_EPHA10
EFNA4,EPHA6,EFNA4_EPHA6
EFNB2,EPHB6,EFNB2_EPHB6
EFNB2,PECAM1,EFNB2_PECAM1
EFNB2,EPHA3,EFNB2_EPHA3
EFNB2,EPHB2,EFNB2_EPHB2
EFNB2,GRM5,EFNB2_GRM5
EFNB2,EPHB3,EFNB2_EPHB3
EFNB2,EPHB4,EFNB2_EPHB4
EFNB2,EPHB1,EFNB2_EPHB1
EFNB2,EPHA4,EFNB2_EPHA4
EFNB2,GRM1,EFNB2_GRM1
EFNB2,EPHA6,EFNB2_EPHA6
EFNA5,EPHB6,EFNA5_EPHB6
EFNA5,EPHA1,EFNA5_EPHA1
EFNA5,EPHA2,EFNA5_EPHA2
EFNA5,EPHA3,EFNA5_EPHA3
EFNA5,EPHA8,EFNA5_EPHA8
EFNA5,EPHB2,EFNA5_EPHB2
EFNA5,EPHA5,EFNA5_EPHA5
EFNA5,EPHB1,EFNA5_EPHB1
EFNA5,EPHA4,EFNA5_EPHA4
EFNA5,EPHA7,EFNA5_EPHA7
EFNA5,EPHA10,EFNA5_EPHA10
EFNA5,EPHA6,EFNA5_EPHA6
NRG3,ERBB2&ERBB4,NRG3_ERBB2&ERBB4
NRG3,ERBB3,NRG3_ERBB3
JAM2,ITGAV&ITGB1,JAM2_ITGAV&ITGB1
JAM2,ITGA4&ITGB1,JAM2_ITGA4&ITGB1
JAM2,ITGA3&ITGB1,JAM2_ITGA3&ITGB1
NRXN1,NLGN1,NRXN1_NLGN1
NRXN1,NLGN2,NRXN1_NLGN2
NRXN1,NLGN3,NRXN1_NLGN3
NRXN2,NLGN1,NRXN2_NLGN1
NRXN2,NLGN2,NRXN2_NLGN2
NRXN2,NLGN3,NRXN2_NLGN3
B2M,HFE&TFRC,B2M_HFE&TFRC
B2M,CD1A,B2M_CD1A
B2M,KLRC1,B2M_KLRC1
B2M,KLRC2,B2M_KLRC2
B2M,KIR2DL1,B2M_KIR2DL1
B2M,KIR2DL3,B2M_KIR2DL3
B2M,KIR3DL1,B2M_KIR3DL1
B2M,KLRD1,B2M_KLRD1
CXADR,JAML,CXADR_JAML
SIRPA,CD47,SIRPA_CD47
JAG1,CD46,JAG1_CD46
JAG1,NOTCH1,JAG1_NOTCH1
JAG1,NOTCH2,JAG1_NOTCH2
JAG1,NOTCH4,JAG1_NOTCH4
JAG1,NOTCH3,JAG1_NOTCH3
ADAM17,ITGB1,ADAM17_ITGB1
ADAM17,MET,ADAM17_MET
ADAM17,ITGA5,ADAM17_ITGA5
ADAM17,IL6R,ADAM17_IL6R
ADAM17,MUC1,ADAM17_MUC1
ADAM17,NOTCH1,ADAM17_NOTCH1
ADAM17,ERBB4,ADAM17_ERBB4
ADAM17,RHBDF2,ADAM17_RHBDF2
HLA-DRB3,CD4,HLA-DRB3_CD4
HLA-DRB3,LAG3,HLA-DRB3_LAG3
DLK1,NOTCH1,DLK1_NOTCH1
DLK1,NOTCH2,DLK1_NOTCH2
DLK1,NOTCH4,DLK1_NOTCH4
DLK1,NOTCH3,DLK1_NOTCH3
EFNB1,EPHB6,EFNB1_EPHB6
EFNB1,ERBB2,EFNB1_ERBB2
EFNB1,EPHB2,EFNB1_EPHB2
EFNB1,EPHB3,EFNB1_EPHB3
EFNB1,EPHB4,EFNB1_EPHB4
EFNB1,EPHB1,EFNB1_EPHB1
EFNB1,EPHA4,EFNB1_EPHA4
EFNB1,EPHA6,EFNB1_EPHA6
CNTN2,NRP1,CNTN2_NRP1
CNTN2,CNTN1,CNTN2_CNTN1
CNTN2,NRCAM,CNTN2_NRCAM
NRG1,ERBB2&ERBB3,NRG1_ERBB2&ERBB3
NRG1,ERBB2&ERBB4,NRG1_ERBB2&ERBB4
NRG1,ITGAV&ITGB3,NRG1_ITGAV&ITGB3
NRG1,ADGRL1,NRG1_ADGRL1
NRG1,EGFR,NRG1_EGFR
NRG1,HLA-DPB1,NRG1_HLA-DPB1
NRG1,GPC1,NRG1_GPC1
NRG1,LSR,NRG1_LSR
NRG1,NETO2,NRG1_NETO2
NRG1,LGR4,NRG1_LGR4
DSG1,DSC3,DSG1_DSC3
DSC2,DSG3,DSC2_DSG3
DSC2,DSG4,DSC2_DSG4
DSC1,DSG3,DSC1_DSG3
DSC1,DSG4,DSC1_DSG4
CD47,SIRPA,CD47_SIRPA
CD47,SIRPG,CD47_SIRPG
BST2,LILRA4,BST2_LILRA4
CNTN1,PTPRZ1,CNTN1_PTPRZ1
CNTN1,NOTCH1,CNTN1_NOTCH1
CNTN1,NOTCH2,CNTN1_NOTCH2
CNTN1,NRCAM,CNTN1_NRCAM
ADAM9,ITGB1,ADAM9_ITGB1
ADAM9,ITGAV,ADAM9_ITGAV
ADAM9,ITGB5,ADAM9_ITGB5
ADAM9,ITGA6,ADAM9_ITGA6
ADAM9,ITGA3,ADAM9_ITGA3
ADAM15,ITGB3,ADAM15_ITGB3
ADAM15,ITGB1,ADAM15_ITGB1
ADAM15,ITGAV,ADAM15_ITGAV
ADAM15,ITGA5,ADAM15_ITGA5
ADAM15,ITGA9,ADAM15_ITGA9
MADCAM1,ITGA4&ITGB7,MADCAM1_ITGA4&ITGB7
MADCAM1,CD44,MADCAM1_CD44
SEMA5A,MET,SEMA5A_MET
SEMA5A,PLXNA3,SEMA5A_PLXNA3
SEMA5A,PLXNA1,SEMA5A_PLXNA1
SEMA5A,PLXNB3,SEMA5A_PLXNB3
ALCAM,CHL1,ALCAM_CHL1
ALCAM,NRP1,ALCAM_NRP1
ALCAM,CD6,ALCAM_CD6
DSG2,DSC1,DSG2_DSC1
DSG2,DSC3,DSG2_DSC3
SELPLG,SIGLEC5,SELPLG_SIGLEC5
SELPLG,ITGB2,SELPLG_ITGB2
SELPLG,ITGAM,SELPLG_ITGAM
SELPLG,SELL,SELPLG_SELL
SELPLG,SELP,SELPLG_SELP
DSC3,DSG3,DSC3_DSG3
DSC3,DSG4,DSC3_DSG4
ICAM4,ITGB3,ICAM4_ITGB3
ICAM4,ITGB2,ICAM4_ITGB2
ICAM4,ITGB1,ICAM4_ITGB1
ICAM4,ITGAV,ICAM4_ITGAV
ICAM4,ITGA2B,ICAM4_ITGA2B
ICAM4,ITGAM,ICAM4_ITGAM
ICAM4,ITGA4,ICAM4_ITGA4
ICAM4,ITGAL,ICAM4_ITGAL
NECTIN1,CD96,NECTIN1_CD96
NECTIN1,NECTIN4,NECTIN1_NECTIN4
EFNB3,EPHB6,EFNB3_EPHB6
EFNB3,EPHB2,EFNB3_EPHB2
EFNB3,EPHB3,EFNB3_EPHB3
EFNB3,EPHB4,EFNB3_EPHB4
EFNB3,EPHB1,EFNB3_EPHB1
EFNB3,EPHA4,EFNB3_EPHA4
NTRK3,PTPRF,NTRK3_PTPRF
NTRK3,PTPRD,NTRK3_PTPRD
NTRK3,PTPRS,NTRK3_PTPRS
MICB,HCST&KLRK1,MICB_HCST&KLRK1
MICA,HCST&KLRK1,MICA_HCST&KLRK1
HLA-DRB5,CD4,HLA-DRB5_CD4
HLA-DRB5,LAG3,HLA-DRB5_LAG3
TIGIT,PVR,TIGIT_PVR
TIGIT,NECTIN2,TIGIT_NECTIN2
IGSF11,VSIR,IGSF11_VSIR
COL13A1,ITGA10&ITGB1,COL13A1_ITGA10&ITGB1
COL13A1,ITGA2&ITGB1,COL13A1_ITGA2&ITGB1
COL13A1,ITGA1&ITGB1,COL13A1_ITGA1&ITGB1
COL13A1,ITGA11&ITGB1,COL13A1_ITGA11&ITGB1
RAET1L,HCST&KLRK1,RAET1L_HCST&KLRK1
NCR3LG1,NCR3,NCR3LG1_NCR3
RAET1G,HCST&KLRK1,RAET1G_HCST&KLRK1
CSPG4,ITGA3&ITGB1,CSPG4_ITGA3&ITGB1
EPGN,EGFR,EPGN_EGFR
DLK2,NOTCH1,DLK2_NOTCH1
BTLA,CD79A,BTLA_CD79A
BTLA,CD247,BTLA_CD247
BTLA,TNFRSF14,BTLA_TNFRSF14
PDPN,CLEC1B,PDPN_CLEC1B
JAML,CXADR,JAML_CXADR
CNTN4,PTPRG,CNTN4_PTPRG
NLGN4X,NRXN1,NLGN4X_NRXN1
CADM3,NECTIN1,CADM3_NECTIN1
NLGN1,NRXN1,NLGN1_NRXN1
NLGN1,NRXN3,NLGN1_NRXN3
NLGN1,NRXN2,NLGN1_NRXN2
CD177,PECAM1,CD177_PECAM1
SEMA6D,PLXNA1&TREM2&TYROBP,SEMA6D_PLXNA1&TREM2&TYROBP
SEMA6D,KDR&PLXNA1,SEMA6D_KDR&PLXNA1
NLGN2,NRXN1,NLGN2_NRXN1
NLGN2,NRXN3,NLGN2_NRXN3
NLGN2,NRXN2,NLGN2_NRXN2
LILRB4,LAIR1,LILRB4_LAIR1
RAET1E,HCST&KLRK1,RAET1E_HCST&KLRK1
