ligand,receptor
FCGR2A,SRC
SRC,FCGR2A
SRC,GNAT1
INSR,PDPK1
SRC,ROCK2
EPHA3,STAT3
CD19,MAPK1
FURIN,LRP1
SRC,ATP2B4
GRK2,CAPN2
LYN,CDK1
ADAMTS1,VCAN
CMA1,MMP1
MMP26,MMP9
PDGFA,FURIN
TNF,BCL2
LCK,FCGR3A
MMP14,ACAN
PTPN11,FLT1
FURIN,DSG3
RET,PLCG1
SERPINE1,KLK2
PTPN6,PECAM1
CASP8,EIF2AK2
JAK1,EIF2AK2
PRKCZ,PRKCA
PRKCZ,PRKCD
CTSB,REN
FURIN,EDA
MMP14,MMP13
CTSG,CXCL12
RET,MAPK8
MMP14,C1QBP
PAM,FXYD1
JAK2,SIRPA
FURIN,ADAM19
FURIN,ADAMTS1
FYN,TNK2
EDN1,ECE1
FURIN,BACE1
F10,GAD2
FURIN,SORCS1
BCR,FAS
BTK,BCAR1
BTK,EFS
BTK,EMB
PTPRC,SLK
SRC,CDK1
CSF1R,FLT3
CSF1R,MAP4K1
CSF1R,PTK2
EGFR,BCAR1
EGFR,BCR
EGFR,CD33
EGFR,CD5
EGFR,CDK6
EGFR,FCGR2A
EGFR,IFNAR2
EGFR,KDR
EGFR,PTPRE
EGFR,TEK
EPHB4,SDC3
ERBB2,EPB41
ERBB2,EPHB2
ERBB2,NTRK1
ERBB2,PTPRE
ERBB3,ANXA1
ERBB3,TWF1
FGFR1,FGFR2
FGFR1,FGR
FGFR2,PLCG1
FGFR3,DYRK1A
FGFR3,PLCG1
FGFR4,PLCG1
FYN,AATK
FYN,CD3G
FYN,CDK2
FYN,CDK6
FYN,EPHB2
EPHB2,FYN
FYN,ERBB3
FYN,FGR
FYN,HCK
FYN,IGF1R
LCK,FYN
FYN,LCK
FYN,LPP
FYN,LPXN
FYN,MST1R
FYN,PLD2
FYN,PRKCD
PTPN6,FYN
FYN,SDC3
FYN,SLK
FYN,TYK2
TYK2,FYN
AXL,HCK
IGF1R,ADAM15
IGF1R,ALK
IGF1R,ANXA1
IGF1R,BCAR1
IGF1R,BDKRB2
IGF1R,BMX
IGF1R,BTK
IGF1R,CD28
IGF1R,CD34
IGF1R,CD3G
IGF1R,CD6
IGF1R,CDK1
IGF1R,CSF1R
CTNND1,IGF1R
IGF1R,CTNND1
IGF1R,CTTN
IGF1R,DAB1
IGF1R,EFS
IGF1R,FABP3
IGF1R,FABP4
IGF1R,FGFR1
IGF1R,FGFR3
IGF1R,GJA1
IGF1R,HCK
IGF1R,IFNAR1
IGF1R,IFNAR2
IGF1R,IL2RB
INSR,IGF1R
IGF1R,INSR
JAK2,IGF1R
IGF1R,JAK2
IGF1R,JAK3
IGF1R,KDR
IGF1R,KIT
IGF1R,LPP
IGF1R,LPXN
IGF1R,MERTK
IGF1R,MST1R
IGF1R,MUC1
IGF1R,NEDD9
IGF1R,NTRK1
IGF1R,NTRK3
IGF1R,PRKCA
IGF1R,PTK2B
IGF1R,PTK2
IGF1R,PTPRE
IGF1R,RET
IGF1R,SDC3
IGF1R,SH2B3
IGF1R,SLC6A1
IGF1R,TDO2
IGF1R,TEC
IGF1R,TXK
IGF1R,YES1
INSR,ABL1
INSR,ABL2
INSR,ADAM12
INSR,APP
INSR,ATP1A1
INSR,AXL
INSR,BCAR1
INSR,BCR
INSR,BMX
INSR,CD19
INSR,CD247
INSR,CD3D
INSR,CD79A
INSR,CHRNB1
INSR,CSF1R
INSR,CTTN
INSR,DYRK1A
INSR,ELP3
INSR,EPHB2
INSR,EPOR
INSR,ERBB3
INSR,FCGR2A
INSR,FER
INSR,FGFR1
INSR,FGR
INSR,FLT1
INSR,FYN
INSR,HCK
INSR,HTR6
INSR,IL2RB
INSR,ITK
INSR,KIT
INSR,LAT
INSR,LCK
INSR,LPP
INSR,LYN
LYN,INSR
INSR,MAP4K1
INSR,MET
MET,INSR
INSR,MPZL1
INSR,NTRK1
INSR,NTRK2
INSR,NTRK3
INSR,PDGFRB
INSR,PIKFYVE
INSR,PRKCI
INSR,PTK2B
INSR,PVR
INSR,RGS16
INSR,ROS1
INSR,SYK
INSR,YES1
INSR,ZAP70
JAK2,ADRB2
JAK2,JAK3
KIT,FLT3
KIT,PDGFRB
LCK,ABL1
LCK,ABL2
LCK,ADAM17
LCK,BTK
LCK,CD34
LCK,EFS
LCK,ELP3
LCK,EPHA3
LCK,ERBB3
LCK,FLT3
LCK,GABRG2
LCK,INPPL1
LCK,JAK1
LCK,JAK3
LCK,LPP
LCK,PVR
LCK,RET
LCK,SLC4A1
LCK,SRC
SRC,LCK
LCK,TYROBP
LCK,YES1
LYN,CD33
LYN,CD5
LYN,CDK4
LYN,CEACAM1
LYN,DAB1
LYN,EMB
LYN,ERBB2
LYN,FLT4
FYN,LYN
LYN,FYN
LYN,HCK
LYN,LAIR1
LYN,MET
LYN,MPZL1
LYN,NTRK2
LYN,PDGFRB
PDGFRB,LYN
LYN,PECAM1
LYN,PTK6
LYN,RET
LYN,TXK
LYN,ZAP70
SRC,MAPK8
LCK,MAPK9
SRC,MATK
PDGFRB,CBL
PDGFRB,LAT
PDGFRB,PIK3R1
PDGFRB,SLK
PRKCZ,PDK1
PRKCI,ANXA1
PRKCZ,MET
PRKCZ,PRKAR2A
RET,MAPK9
RET,PDK1
SRC,CD79A
SRC,CSF2RB
SRC,EMB
SRC,FER
SRC,JAK2
MET,SRC
SRC,MET
SRC,NOS3
SRC,NTRK1
SRC,PDK1
RET,SRC
SRC,RET
SRC,RPS6KB1
SNCA,SRC
SRC,TGM2
SRC,ZAP70
SYK,EMB
SYK,PRKCB
TGFBR2,ADRB2
TYRO3,PLCG1
WNK4,WNK1
PRKCZ,AURKA
SRC,RIPK2
NPHS1,FYN
FYN,NPHS1
TP53,VRK2
APP,MAPK9
LCK,PRKCE
LYN,MUC1
EPHA4,PLCG1
LYN,CD72
RET,PIK3R1
EPHB3,L1CAM
CSF2RB,PIK3CA
PIK3CA,CSF2RB
PDGFRB,GRK5
ERBB2,CTNNB1
RET,CTNNB1
FLT4,KDR
KDR,FLT4
LYN,TEC
PRKCI,CDK7
PRKCI,IRAK1
EPHA4,CDK5
PTK2,GSK3A
PTK2,MAPK1
PDGFRB,PRKCD
PRKCZ,MAPK7
EPHB2,GRIN2B
JAK2,PDK1
PRKCZ,PRKD1
MST1,STK38
LCK,STK11
FYN,STK11
PRKCI,MARK2
TYK2,PRKD2
SRC,AURKA
FYN,CD28
LYN,CFTR
ROR1,ERBB3
LYN,CDK2
SRC,GRK5
GRK5,CXCR4
CTNNB1,PIK3R1
LCK,PIK3CA
ARF6,PIP5K1C
FLT1,KDR
KDR,FLT1
AFDN,CTNNA1
CD9,IGSF8
TIMP2,MMP2
F2,FGA
JAK2,PTK2
PTK2,JAK2
CALM1,CAMK2G
SERPINA5,PLAU
TIMP3,MMP2
FYN,CD36
ARRB2,MAPK3
TGFBR1,CD44
SNCA,MAPK1
TP53,PTGS2
CCND1,STAT3
PRKCZ,CSNK2B
SYT1,STX1A
FLNA,TRAF2
BTK,HCK
SRC,PECAM1
PECAM1,SRC
SYK,FCER1G
EGFR,SOS1
CDK4,CDC37
INSR,INSRR
FGA,PLAT
A2M,KLK3
PDGFRB,RAF1
SLAMF1,INPP5D
LYN,PIK3CG
HRAS,PIK3R1
SERPINB2,PLAU
SERPINA5,PROC
PTPN11,GHR
EGFR,PDGFRB
EGFR,FER
NCOR1,ESR1
FYN,FASLG
FBLN1,FN1
TP53,NR3C1
PCNA,CDK2
AR,NCOR1
NCOR1,PPARA
TP53,KAT2B
CBL,NTRK1
PRKCZ,MBP
EPHA2,CBL
CBL,KDR
KDR,CBL
SOCS2,GHR
SRC,KCNA5
INSR,JAK2
PARD3,PATJ
ADAM17,TNFRSF1B
JAK1,RACK1
TP53,BCL2L1
NRP1,KDR
KDR,NRP1
S100A10,PLA2G4A
EGFR,CD44
PRKCI,MARK4
DLG1,PTEN
ACVR2A,ENG
KLB,FGFR1
EGFR,PIK3CA
KDR,CDH5
IRS4,PIK3R1
KIT,SH2B3
HSP90AA1,AHR
FLT1,PIK3R1
TRAF2,CASP8
HRAS,AFDN
TGFBR2,CBL
VLDLR,DAB1
APP,NOTCH1
NOTCH1,APP
ITGB1,EGFR
APOE,APP
MMP7,ITGB4
TNFRSF11A,TRAF2
TRAF2,NR2C2
TNFRSF1A,NSMAF
TNFRSF1B,BIRC2
KIT,PIK3CG
KIT,PLCE1
LRP1,FZD1
ERBB2,ITGB4
CASP8,CASP10
CRKL,PIK3R2
CRKL,PIK3R1
TRAF2,MAP4K3
AXL,PLCG1
AXL,PIK3R1
AXL,PIK3R2
AXL,CSK
AXL,LCK
TP53,HSPA1B
TP53,HSPA1A
TYK2,PLAUR
JAK1,PLAUR
LCK,CD38
ERBB4,DLG2
ERBB4,DLG3
SYK,RPS6KA2
TNFRSF1A,FADD
TIMP1,MMP1
NTRK1,NGFR
NGFR,NTRK1
PGF,VEGFA
B2M,HLA-E
TP53,HMGB1
CRYAB,CASP3
CALM1,CAMK2D
CALM3,CAMK2D
CALM2,CAMK2D
CALM1,CAMK2B
CALM3,CAMK2B
CALM2,CAMK2B
CALM3,CAMK2G
CALM2,CAMK2G
CALM1,CAMK1
CALM3,CAMK1
CALM2,CAMK1
TRAF2,TNIK
EGFR,GPNMB
PTPN6,IL4R
PIK3R1,RPS6KB1
SRC,TNFRSF11A
PSEN1,DLL1
SYK,CSF2RB
PIK3R1,TEC
KIT,MPDZ
KIT,PIK3CA
EGFR,EPPK1
EGFR,CD59
EGFR,PLD1
HRAS,MAP3K1
EGF,CBL
EGF,SOS1
EGF,PIK3R2
EGF,PIK3R1
FRS3,MAPK1
TGFBR2,TRAP1
CTNNB1,PIK3CA
SFRP1,WNT5A
SFRP2,WNT3A
FRZB,WNT3A
SFRP1,WNT3A
SFRP2,WNT5A
CCND1,CTNNB1
CTNNB1,CCND1
APC,ILK
RSPO1,WNT1
RSPO2,WNT1
RSPO3,WNT1
WIF1,WNT3A
WIF1,WNT5A
DKK1,WNT3A
WNT3A,FZD4
TNFRSF1A,CHUK
TNF,TBK1
TNFRSF1A,TNFRSF1B
TNFRSF1B,TNFRSF1A
CASP8,RIPK3
TNFRSF1A,SMPD3
FYN,IL2RB
PIK3CA,PRKCZ
PTK2,PIK3R2
AR,PIK3R1
JAK2,PIK3R2
LEPR,JAK3
JAK1,TSHR
JAK2,TSHR
TSHR,SCRIB
ITGB4,PIK3R1
EGFR,ITGA6
ARRB2,ARRB1
TGM2,PLCD1
CD19,PIK3R2
PTPN6,CD79B
PIK3R1,STAT3
NGFR,IRAK1
CASP8,IKBKB
SYK,TLR4
SIGIRR,MYD88
SYK,MYD88
PRKCZ,IRAK1
YWHAQ,RAF1
BTK,FAS
TLR3,MAP3K7
HSP90AA1,BIRC5
CDH1,PIP5K1C
MET,CTNNB1
CTNNB1,MET
CTNNA1,PIK3R1
TP53,CDKN2A
TNFSF10,CASP8
CTNND1,PIP5K1C
CASP8,CHUK
LCK,PIK3CG
CXCR4,PIK3CG
ERBB2,JUP
JAK1,PLCG2
JAK2,PLCG2
JAK1,PLA2G4A
CLEC1B,SYK
FLT1,STAT3
SYK,FCGR1A
IL2RG,JAK2
PTPN6,TYK2
PTPN6,IFNAR1
DNAJA3,IKBKB
TYK2,PTAFR
IGF1R,STAT3
SRC,STAT6
ARRB2,MAPK10
FADD,MYD88
EGFR,CASP1
LPAR2,TRIP6
CASP8,HDAC7
SERPING1,C1S
CASP8,APP
TGFBR1,MAP3K20
CISH,GHR
AXL,PIK3R3
PRKCZ,PARD6B
PRKCI,PARD6B
PRKCI,PARD6A
PRKCI,PARD6G
PRKCZ,C1QBP
AXL,CBL
PRKCZ,RPS6KB1
PIK3R1,PRKCZ
PIK3R1,PDPK1
TNF,CHUK
JAK1,MAP3K5
CXCL8,MMP9
GZMB,CASP8
GZMB,CASP10
SPARC,PDGFB
GZMB,CASP9
SNCA,MAPK3
GZMB,MCL1
TNFRSF10A,CASP8
TNFRSF10B,CASP8
PDGFRB,TNK2
TGFBR1,XIAP
YWHAQ,MAP3K5
JAK2,DNAJA3
DNAJA3,JAK2
MUC1,LGALS3
IL37,IL18R1
SRC,FGFR2
ESR1,IGF1R
IGF1R,ESR1
CD14,TLR3
LYN,CSNK2B
LYN,TYK2
ELANE,MMP9
TYROBP,KLRD1
CXCR4,PPIA
PPIA,CXCR4
JAK2,CXCR4
CXCR4,JAK2
F2,FGG
EGFR,LYN
LYN,EGFR
CCL22,CCR7
TRAF2,RIPK2
SYK,SELPLG
PRKCI,SELL
PTK2,SELE
CA2,SLC9A1
SRC,THRB
TYK2,EIF2AK2
GRK5,TBXA2R
LYN,MS4A2
IL18,PRTN3
IL33,IL1RAP
ADRB2,GNAI3
SRC,ADRB2
RET,CBL
CBL,RET
YWHAQ,BRAF
LYN,GP6
TNFRSF14,TRAF2
EGFR,PDCD6IP
PDCD6IP,EGFR
CCN2,FN1
HTR6,FYN
PRKCZ,PARD6G
FGFR1,CTNNB1
CTNNB1,FGFR1
CTNNB1,PTPRJ
PIK3R1,MAPK8
THBS1,FN1
S100A4,MDM2
NTRK1,PIK3R1
MET,DNAJA3
CTNNA1,EGFR
SYK,FLT3
SRC,PIK3R3
PTK2,PIK3R3
EGFR,JUP
JUP,EGFR
TYK2,HNRNPK
TMPRSS6,HJV
HLA-F,KIR2DS4
PCOLCE,BMP1
TGFBR1,CLU
TGFBR2,CLU
EPOR,INPP5D
MET,INPPL1
TIMP1,MMP9
HGF,FN1
ERBB2,PTK2
PTK2,ERBB2
SERPINE1,PLAU
EGFR,CYTH2
PTK2,NEO1
NEO1,PTK2
BMPR1A,ZMYND11
FGFR1,FDPS
CDK4,CDC7
FSTL1,TGFB1
CBL,PIK3R3
TGFBR1,BMPR2
APP,NOS3
TBXA2R,GNB1
GNB1,TBXA2R
EPHA2,PIK3R1
ERBB2,PTK2B
TIMP1,MMP2
PRKCI,SMG1
CTNND1,PSEN1
PSEN1,CTNND1
BCR,CRKL
CRKL,BCR
TNC,FN1
CSF1R,CBL
CBL,CSF1R
PDGFRA,CRKL
FGFR1,CREBBP
LCK,STAT3
GNB1,GNAS
PDGFRA,PIK3R1
PIK3R1,FASLG
ERBB4,DLG1
PTPN6,LAT
MAPT,TUBB3
DDR1,RGS2
LYN,PDE4D
CDK4,SETDB1
CSF1R,PIK3R1
SRC,ESR2
THBS1,MMP2
IGFBP3,EGFR
CBL,FLT1
HSP90AA1,MOS
TIMP3,ADAMTS4
HSPG2,VEGFA
ERBB2,CD82
MUC4,ERBB2
TGFBR2,CD44
MST1R,YES1
ERBB4,CD44
TYRO3,YES1
KIT,PTPRO
FLT1,PLCG2
LYN,CD36
LYN,GRIA3
SRC,CD59
LYN,CD24
LYN,PDE4A
LYN,PRKCQ
LYN,CASP3
LYN,HNRNPK
LYN,NPHS1
CBL,TYK2
TYK2,CBL
EPHB6,CBL
SLPI,ELANE
TYK2,PIK3R1
CD4,PIK3R1
MST1R,PIK3R1
TIE1,PIK3R1
PDGFRB,PIK3CA
PIK3CA,PRKCD
IRS4,PIK3CA
MST1R,PLCG1
DDR1,PLCG1
PLG,PLAU
SERPINE1,PLAT
PLAT,MAPK1
PLAU,PLAT
PLAT,MAPK3
SERPINA5,PLAT
PDGFRB,ITGB3
PDGFRB,S1PR1
PF4,PROC
PDGFRA,ITGB3
PDGFRA,ITGAV
SRC,CD36
TTR,APOA1
PCNA,CDK6
SOCS2,PRLR
SERPINA5,KLK3
F2,PROC
PTPN6,IL6ST
PTPN6,GHR
F2,F9
F2,CPB2
F2,F11
F2,PLAU
TYK2,CRKL
TYK2,PRMT5
CTNND1,FER
EPHA8,PIK3CG
TYROBP,ZAP70
GMFB,MAPK1
SRC,PRKCE
SRC,PRKCZ
PRKCZ,SRC
PRKCZ,CASP3
PRKCZ,DAPK3
PRKCZ,IRS4
PRKCZ,ADCY5
PRKCZ,FEZ1
SFTPA1,SFTPA2
EPHB2,AQP1
GRK2,ARRB1
GRK5,RHO
ERBB3,SOS1
CD28,CD247
CD4,CD28
CD28,CD4
PRKCZ,BTK
SERPINA5,THBD
TGFB1,THBS1
THBS1,TGFB1
TTN,MYBPC3
MST1R,SRC
SRC,TYRO3
SRC,SLC9A2
SRC,TUB
SRC,NPHS1
SRC,GUCY2C
SRC,PDE6G
SRC,SH3BP1
SRC,KCNQ5
SRC,CEACAM3
MAPK15,SRC
ERBB3,AGTR2
ERBB3,ERBB4
PTK2,ERBB3
ERBB3,RGS4
ERBB3,PTGES3
ERBB3,CD82
TGFB2,TGFB1
FMOD,TGFB1
TGFBR1,AMHR2
TGFBR1,BMPR1B
KDR,PLCG2
NTRK1,CAV1
NTRK3,IRAK1
GNA13,CDH1
VTN,VEGFA
SERPING1,C1R
APOC2,LPL
GUCA1B,GUCY2F
ACVR2B,IGSF1
NPPA,MME
FAP,DPP4
BTK,GNAQ
BTK,CAV1
SRC,AXL
AXL,SRC
GRK5,AVPR2
ACTN1,PLD2
LCK,CD48
EPHB4,GRIN1
ITGB2,CD82
CD82,ITGB2
DBNL,SYK
MST1R,HYAL2
HYAL2,MST1R
GUCA1B,GUCY2D
GUCY2D,RGS9
GRK2,FSHR
GRK2,PRKCB
GRK2,RHO
GRK5,AVPR1B
GRK2,GNAQ
GRK2,CAV1
GRK2,PIK3CG
GRK2,CCR4
ARF6,PIP5K1A
SRC,ADRB3
RELN,DAB1
EPHB2,RYK
EPHB3,RYK
IL16,CASP3
PTK2,CSPG4
PTK2,CCR5
PTK2,GSK3B
PTK2,EFS
PTK2,KCNMA1
FYN,MS4A1
MERTK,BMPR2
GRK5,AVPR1A
GRK5,CAV1
GRK5,DLGAP2
BMP3,TGFB1
IGSF1,ACVR1
EPHB2,GRIN1
CAV1,NEU3
ADCY5,PRKACA
SERPINA5,ACR
TRAF2,MAPK9
FGFR4,CDH2
TRAF2,MAP4K5
CDH2,PIK3R1
CRKL,DAB1
CD244,LAT
TTN,CALM1
LRP8,DAB1
FGFR2,CACNA1D
PORCN,WNT6
NCSTN,BACE1
NECTIN1,PARD3
NECTIN3,PARD3
ACVR2A,IGSF1
ACVR2A,TGFBR3
ACVR2A,MAGI2
PTPN6,CTNNB1
TGFBR1,CTNNB1
IL2RA,STAT3
CTSB,PLAU
KNG1,CTSG
IL6R,STAT3
CTSL,PLAU
MET,STAT3
FYN,NCAM1
PRNP,NCAM1
PTPN11,KIR2DL5A
PTPRM,CTNNB1
SRC,PPARD
BACE1,SELPLG
CTNNA1,DLG1
MET,CNR1
CTSL,CD74
BCR,ABL2
ACVRL1,XIAP
CGN,ARHGEF2
CRYAB,BCL2L1
BCR,PLCG1
CDK4,BMPR1B
BMPR1B,STUB1
CDK4,TGFBR1
TGFBR1,CUL5
TGFBR1,GNA13
PRKCI,MBP
PDGFRB,PIK3R2
PDGFRB,PIK3R3
TGFBR1,RAB13
TGFBR1,RRH
TGFBR1,SAMD8
TGFBR1,STUB1
CSF1R,INPP5D
CSF1R,INPPL1
MET,INPP5D
SRC,GJB1
FYN,FCER2
IGF1R,PIK3R2
PRNP,CSNK2A1
CTSB,SPHK1
IL23R,STAT3
FN1,ADAMTS4
ERBB2,ITGA5
FGFR2,ITGA5
FLT4,ITGA5
CAV1,BSG
GRK5,CHRM2
GUCA1A,GUCY2D
WNK4,CLDN1
WNK4,CLDN2
WNK4,CLDN3
WNK4,CLDN4
KDR,P2RY2
SRC,P2RY2
SRC,CNTNAP1
CALR,LPL
GNB1,CACNA1A
F2RL2,F2RL3
JAK2,PKD1
ERBB3,PTK2B
FGFR3,PTK2B
TRAF4,MAP3K4
ACTA1,CTTN
EPHB6,CRKL
FGFR3,SLC25A6
BCR,UNC119
DDR1,TTR
DDR1,TM4SF1
TGFB1,COL2A1
MMP7,MMP1
MMP14,SDC1
CLDN1,MMP2
FN1,MMP9
PLG,MMP9
THBS1,MMP9
TIMP3,MMP9
CSF1,TNF
LYN,MME
RET,PRKAR2A
SRC,EFNB2
GRK2,AGTR1
GRK5,AGTR1
EPHB2,SDC2
LYN,CSF2RA
EPHA4,FGFR1
EPHA4,FGFR2
IFNG,TNF
PTPN11,IFNGR1
EPHB2,PTK2
CXCR4,STAT3
JAK1,CXCR4
KDR,HSP90AA1
KDR,ITGB3
KDR,GNA11
KDR,GNAQ
FLT1,NRP2
KDR,CAV1
CAV1,KDR
FLT1,CTNNB1
KDR,BMX
FLT1,FYN
FLT1,YES1
CXCR4,GNA13
FLT1,PTK2B
JAK1,CCR1
FLT1,PTK2
PTK2,FLT1
JAK1,CCR5
CCR5,GNAQ
FLT4,PTK2
PTK2,FLT4
FYN,KDR
KDR,CTNNB1
CSF1R,SOS1
AGTR1,PLCG1
CXCR2,GNAI3
PDGFRB,STAT3
PDGFRA,STAT3
LCK,IFNAR1
AXL,IL2RG
AXL,IL15RA
CCN2,TGFB1
ELANE,CSF3R
EGFR,FAS
FAS,EGFR
EPOR,CBL
CBL,EPOR
EPOR,PLCG1
MST1R,EPOR
IGF1R,ITGB1
LCK,CSF3R
LCK,CSF2RB
HGF,PLAU
INSR,JAK1
INSR,CAV3
SOCS2,INSR
IL3,PIK3CA
JAK1,PDGFRB
PDGFRA,JAK1
JAK1,PDGFRA
JAK2,PDGFRB
PDGFRB,JAK2
JAK2,MST1R
LCK,ESR2
MET,PLCG1
MET,CASP3
PDGFRB,YES1
KIT,CISH
LYN,PILRB
PDGFRB,TYK2
PDGFRB,ARAF
PRKCZ,MAP2K1
PRKCI,MAP2K1
PTPN11,PIK3CG
FGFR2,PTK2B
EPHA2,CDH5
PRKCZ,GSK3A
NTRK1,MAPK3
NTRK1,DNAJA3
PRKCI,CHUK
EPHB2,SDCBP
CASP8,RALBP1
ADAM10,DLL1
ADAM19,TNFSF11
BCR,SRC
SRC,BCR
TGFBR1,KCNK18
TGFBR2,KCNK18
TGFBR1,RGS19
FYN,PRKCE
PRKCZ,FYN
MAPK15,NR3C1
CDK4,BIRC5
CDK4,NCOA2
JAK2,PPIA
CDK4,PRKAR1A
LYN,CTLA4
SDC2,EZR
FYN,PTPRZ1
KIT,CSF2RA
EPHA4,FGFR4
PTK2,GZMB
PRKCZ,CASP6
PRKCZ,CASP8
PRKCZ,CASP7
F2,GP5
PLG,MMP3
MMP8,ACAN
BCR,IGSF21
FYN,CD55
LCK,CD55
FGFR3,CTSK
CTNND2,SPHK1
DRD2,SLC6A3
CMTM8,EGFR
ERBB2,PIK3C2B
PDGFRB,PIK3C2B
ERBIN,RAF1
EGF,GRK2
PTPN13,FADD
LYN,SPHK1
SERPINE1,ELANE
THBS1,ELANE
ELANE,THBS1
TLN1,ITGA2B
ITGA4,PRKAR1A
FYN,CD48
CBL,IGF1R
TGFBR1,MAP3K7
EGFR,ITGA5
EGFR,TJP1
EGFR,CAV3
EGFR,CD82
EGFR,DEGS1
TP53,ESR1
FYN,FAS
LCK,FAS
LCK,FASLG
SRC,FASLG
PTPN13,FASLG
FN1,CXCL12
CXCL12,FN1
FLT4,ITGB1
FGFR1,SOS1
FGFR1,IL17RD
IL17RD,FGFR1
LYN,FOLR1
FYN,JAK2
FYN,MCAM
FYN,RAF1
CSF1R,FYN
EPHA8,FYN
FYN,ITK
FYN,TUBA4A
FYN,TYRO3
FYN,CASP3
FYN,HNRNPK
EPHB3,FYN
FYN,CNTN1
FYN,CTNND2
FYN,GP6
S100A1,GFAP
SRC,GFAP
LYN,CSF3R
ARF1,PIP5K1A
SYK,CSF3R
IGF1R,GNAI1
HTR2A,GNA11
GNAS,GNAS
GNAS,ADCY6
LYN,IL7R
ADRA1B,GNA11
FCGR2A,LAT
LYN,FCAR
SYK,MS4A2
LYN,FCER1G
IGF1R,JAK1
IGF1R,CRKL
INSR,PTPRC
INSR,RAF1
NTRK3,HTR2A
JAK1,RAF1
JAK1,PRMT5
JAK2,BCR
BCR,JAK2
PSEN1,ERN1
ERBB2,JAK2
JAK2,YES1
JAK2,LYN
JAK2,HTR2A
JAK2,TUB
JAK2,PTK2B
JAK2,CCR5
CCR5,JAK2
JAK2,IL12RB2
JAK2,HSPA8
IL6R,SRC
SRC,IL6R
AREG,MMP9
PTPN6,BCR
BCR,BLK
BCR,MAP4K5
PTPN6,LIFR
FCER2,ITGB2
PTPRC,CD4
PTPRC,SEMA4D
ANXA2,PLAT
TFPI,F10
RIMS1,STX1A
LCK,CD2
LCK,THY1
LCK,TUB
LCK,CCR5
LCK,PLD2
LCK,BCAR1
LCK,CTNND2
LCK,NEDD9
LCK,KIR2DL3
ADAMTS1,ACAN
ERBB2,MUC1
ERBB3,MUC1
ERBB4,MUC1
MAPK15,MBP
NGFR,NTRK3
NTRK3,NGFR
NGFR,NTRK2
GRK5,TACR1
APLP1,PRNP
SNCA,PRKCE
SNCA,TH
EGFR,AGTR1
JAK2,AGTR1
PRKCZ,NCL
LEP,PRKAA2
FYN,CD19
SYK,CD19
PRKCZ,RAF1
CSF1R,YES1
CSF1R,LYN
CSF1R,PIK3R2
FYN,CD44
PORCN,WNT1
LCK,CD44
ERBB2,SOS1
ERBB2,CAV1
TNF,AQP3
PIK3R1,TXK
TGFB1,P4HB
GNA11,PLA2G6
INHA,ACVR1C
AMH,BMPR1A
BMP2,ACVRL1
BMP4,ACVRL1
BMP5,ACVRL1
BMP6,ACVRL1
BMP7,ACVRL1
BMP8A,ACVRL1
BMP8A,ACVR1
BMP8B,ACVRL1
GDF2,BMPR1B
GDF2,BMPR1A
PI3,CELA2A
CSF3,CSF2RB
GDF1,BMPR1B
GDF1,TGFBR1
GDF1,ACVR1C
GDF10,BMPR1B
GDF10,ACVR2A
GDF10,BMPR1A
GDF10,TGFBR1
GDF10,ACVR1C
GDF3,BMPR1B
GDF3,ACVR2A
GDF3,BMPR1A
GDF3,ACVR1B
GDF3,TGFBR1
GDF3,ACVR2B
GDF3,BMPR2
GDF3,ACVR1C
GDF7,BMPR1B
GDF7,ACVR1B
GDF7,TGFBR1
GDF7,ACVR2B
GDF7,ACVR1C
GDF9,ACVR1B
GDF9,ACVR2B
GDF9,ACVR1C
GUCA1A,GUCY2F
IL37,IL18RAP
IL1RN,IL1RAP
IL17B,IL17RA
IL27,IL6ST
IL1RN,IL2RG
IL1RN,IL2RA
IL1RN,IL2RB
IL36A,IL1RAP
IL36B,IL1RAP
IL36G,IL1RAP
IL36RN,IL1RAP
CGB5,SIRPA
LY6G5C,PGAP6
CD109,TGFB1
DBH,ADRA2C
DBH,ADRB2
DBH,ADRB3
DBH,ADRA1A
DBH,ADRA1B
DBH,ADRA1D
DBH,ADRA2A
DBH,ADRA2B
DBH,ADRB1
DBH,GPR161
TH,DRD1
TH,DRD2
TH,DRD3
TH,DRD4
TH,DRD5
ACP6,HEXIM1
HPGDS,PTGDR
CYP11A1,PAQR3
AGRN,DOK7_MUSK
CSF2,CSF2_CSF2RA_CSF2RB
IFNA10,IFNA2_IFNAR1_IFNAR2
IFNA14,IFNA2_IFNAR1_IFNAR2
IFNA16,IFNA2_IFNAR1_IFNAR2
IFNA17,IFNA2_IFNAR1_IFNAR2
IFNA21,IFNA2_IFNAR1_IFNAR2
IFNA2,IFNA2_IFNAR1_IFNAR2
IFNA4,IFNA2_IFNAR1_IFNAR2
IFNA5,IFNA2_IFNAR1_IFNAR2
IFNA6,IFNA2_IFNAR1_IFNAR2
IFNA7,IFNA2_IFNAR1_IFNAR2
IFNA8,IFNA2_IFNAR1_IFNAR2
IFNB1,IFNA2_IFNAR1_IFNAR2
IFNE,IFNA2_IFNAR1_IFNAR2
IFNG,IFNG_IFNGR1
IFNK,IFNA2_IFNAR1_IFNAR2
IFNW1,IFNA2_IFNAR1_IFNAR2
IL15,IL15_IL15RA_IL2RB_IL2RG
IL1A,IL1B_IL1R1_IL1RAP
